Item ID	Item Name	Item Type	Rare	Item Desc
1318	الجناح الفضي الحارق	Material	10	مادة بازيلغيس متأجج نادرة جدًا.يتم الحصول عليها عن طريق كسر أجنحته.تستخدم في العديد من الأسلحة.
1319	عباءة بازيلغيس	Material	10	من مواد بازيلغيس متأجج النادرة جدًا.تُستخدم في صناعة أسلحة قويةبما يكفي للسيطرة على العالم.
1320	شظية ديفيلجو	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يُحصل عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
1321	جلد ديفيلجو الأسود	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يتم الحصول عليه غالبًا كمكافأة.خشن، ويُستخدم في صناعة العتاد.
1322	Unavailable	Item	3	Unavailable
1323	ناب متعفن	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يُحصل عليه بكسر رأسه.يُستخدم في أسلحة متعددة.
1324	حاصد الأرواح ديفيلجو	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يتم الحصول عليه غالبًا بالتقطيع.متوافق مع عنصر التنين.
1325	مدراس ديفيلجو	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يُحصل عليه بتقطيع ذيله المفصول.يُستخدم في صناعة العتاد.
1326	دماء سوداء	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.يُحصل عليها بجمع عناصر إسقاط نادرة.غير معتادة وصعب التعامل معها.
1327	خطاف ديفيلجو	Material	10	من مواد ديفيلجو الهمجي النادرة جدًا.تُستخدم في صناعة أسلحة قويةبما يكفي للسيطرة على العالم.
1328	فراء راجانغ بري	Material	10	من مواد راجانغ النادرة جدًا.يتم الحصول عليها غالبًا كمكافأة.مرنة وتستخدم في صناعة العتاد.
1329	ناب راجانغ صلب	Material	10	من مواد راجانغ النادرة جدًا.يمكن الحصول عليه غالبًا بالتقطيع.حاد ويُستخدم في أسلحة متعددة.
1330	مخلب راجانغ صلب	Material	10	من مواد راجانغ النادرة جدًا.يُحصل عليه بكسر طرفيه الأماميين.حاد، ويُستخدم في أسلحة متعددة.
1331	ذيل راجانغ	Material	10	من مواد راجانغ النادرة جدًا.يمكن الحصول عليه بكسر ذيله.صلب ويُستخدم في صناعة العتاد.
1332	فراء راجانغ ذهبي+	Material	10	من مواد راجانغ النادرة جدًا. يصعبالحصول عليها، لكنها تزيد منتأثير المعدات بصورة كبيرة.
1333	عُرف راجانغ	Material	10	مادة راجانغ الغاضب نادرة جدًا.عُرف طويل ومهذّب وهو متينبشدة.
1334	قرن راجانغ صلب	Material	10	من مواد راجانغ النادرة جدًا.يمكن الحصول عليه بكسر قرنيه.قوي ويُستخدم في أسلحة عديدة.
1335	قرن غول ذهبي	Material	10	مادة راجانغ الغاضب نادرة جدًا.قرن ذهبي ملئ بغضب راجانغحتى وهو مكسور. 
1336	قلب راجانغ	Material	11	مادة راجانغ الغاضب نادرة جدًا.هذا الغضب الذي يذيب الجلديطلق قوة هائلة مع كل ضربة.
1337	جلد كيرين رقيق	Material	10	من مواد كيرين النادرة جدًا.يتم الحصول عليه غالبًا بالتقطيع.ويُستخدم لأغراض متعددة.
1338	ذيل رعد كيرين+	Material	10	من مواد كيرين النادرة جدًا.يتم الحصول عليه غالبًا كمكافأة.متوافق مع عنصر الرعد.
1339	عُرف كيرين الفضي	Material	10	من مواد كيرين النادرة جدًا.يتم الحصول عليه غالبًا بالتقطيع.مقاوم للرعد، ويُستخدم لصناعة العتاد.
1340	قرن كيرين لازوردي+	Material	10	من مواد كيرين النادرة جدًا.يمكن الحصول عليه بكسر قرنه.يمنح خصائص عنصر الرعد.
1341	شظية سرمدية	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يمكن الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
1342	غطاء نيرغي	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يتم الحصول عليه غالبًا كمكافأة.قوي، ويُستخدم في صناعة العتاد.
1343	مدراس نيرغي	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يُحصل عليه بتقطيع ذيله المفصول.صلب، ويُستخدم في صناعة العتاد.
1344	قرن عظيم ساحق	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يمكن الحصول عليه بكسر قرنيه.قوي، ويُستخدم في أسلحة متعددة.
1345	مخلب نيرغي الحاد	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يمكن الحصول عليه غالبًا بالتقطيع.حاد، ويُستخدم في أسلحة متعددة.
1346	لوحة إعادة النمو الأبدية	Material	10	من مواد نيرغي المخرّب النادرة جدًا.يُحصل عليها بجمع أغراض نادرة.غير معتادة، وتُستخدم في صناعة العتاد.
1347	شظية بلورية	Material	10	من مواد فيلكانا النادرة جدًا.يُحصل عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
1348	غلاف فيلكانا	Material	10	من مواد فيلكانا النادرة جدًا.يتم الحصول عليه في الأغلب كمكافأة.صلب، ويُستخدم في صناعة العتاد.
1349	جناح فيلكانا الحاد	Material	10	من مواد فيلكانا النادرة جدًا.يُحصل عليه بكسر جناحيه.مرن، ويُستخدم في صناعة العتاد.
1350	قرن فيلكانا تاجيّ	Material	10	من مواد فيلكانا النادرة جدًا.يُحصل عليه بكسر رأسه.قوي، يُستخدم في أسلحة متعددة.
1351	سوط فيلكانا	Material	10	من مواد فيلكانا النادرة جدًا.يُحصل عليه بتقطيع ذيله المفصول.صلب، ويُستخدم في صناعة العتاد.
1352	مخلب فيلكانا الصلب	Material	10	من مواد فيلكانا النادرة للغاية.يُحصل عليه بجمع عناصر إسقاط نادرة.حاد، ويُستخدم في أسلحة متعددة.
1353	بلورة فيلكانا	Material	11	من مواد فيلكانا النادرة جدًا.تُستخدم في صناعة أسلحة قويةبما يكفي للسيطرة على العالم.
1354	غلاف تيوسترا	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه غالبًا كمكافأة.قوي ويُستخدم في صناعة العتاد.
1355	عُرف تيوسترا+	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه بكسر رأسه.مقاوم للنار بشدة.
1356	سوط تيوسترا	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه بتقطيع ذيله المفصول.يُستخدم في صناعة العتاد.
1357	قرن تيوسترا الصلب	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه بكسر رأسه.ويُستخدم في أسلحة متعددة.
1358	شظية نارية	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
1359	مخلب تنين النار الصلب	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه غالبًا بالتقطيع.حاد ويُستخدم في أسلحة متعددة.
1360	جناح تيوسترا الحاد	Material	10	من مواد تيوسترا النادرة جدًا.يمكن الحصول عليه بكسر جناحيه.يُستخدم في صناعة العتاد.
1361	غلاف لوناسترا	Material	10	من مواد لوناسترا النادرة جدًا.يتم الحصول عليه غالبًا كمكافأة.قوي ويُستخدم في صناعة العتاد.
1362	عُرف لوناسترا+	Material	10	من مواد لوناسترا النادرة جدًا.يتم الحصول عليه بجمع أغراضنادرة. قيم ومقاوم للنار.
1363	سوط لوناسترا	Material	10	من مواد لوناسترا النادرة جدًا.يمكن الحصول عليه بتقطيع ذيلها المفصول.يُستخدم في صناعة العتاد.
1364	قرن لوناسترا الصلب	Material	10	من مواد لوناسترا النادرة جدًا.يمكن الحصول عليه بكسر رأسها.ويُستخدم في أسلحة متعددة.
1365	شظية لوناسترا	Material	10	من مواد لوناسترا النادرة جدًا.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم لأغراض متعددة.
1366	جناح لوناسترا الحاد	Material	10	من مواد لوناسترا النادرة جدًا.يمكن الحصول عليه بكسر جناحيها.يُستخدم في صناعة العتاد.
1367	غلاف داورا	Material	10	من مواد كوشالا داورا النادرة جدًا.يمكن الحصول عليه غالبًا كمكافأة.قوي ويُستخدم في صناعة العتاد.
1368	شظية داورا	Material	10	من مواد كوشالا داورا النادرة جدًا.يمكن الحصول عليها غالبًا بالتقطيع.تُستخدم لأغراض متعددة.
1369	جناح داورا الحاد	Material	10	من مواد كوشالا داورا النادرة جدًا.يمكن الحصول عليه بكسر جناحه.خفيف ويُستخدم في صناعة العتاد.
1370	قرن داورا الصلب	Material	10	من مواد كوشالا داورا النادرة جدًا.يمكن الحصول عليه بكسر رأسه.قوي ويُستخدم في أسلحة متعددة.
1371	سوط داورا	Material	10	من مواد كوشالا داورا النادرة جدًا.يُحصل عليه غالبًا بتقطيع ذيله المفصول.صلب ويُستخدم في صناعة العتاد.
1372	مخلب داورا الصلب	Material	10	من مواد كوشالا داورا النادرة جدًا.يمكن الحصول عليه غالبًا بالتقطيع.مُدمج مع عنصر ثلج قوي.
1373	شظية الميت	Material	10	مادة فال هازاك الستار الأسودنادرة للغاية. يُحصل عليها غالبًابالتقطيع. تُستخدم لأغراض متعددة.
1374	غلاف فال هازاك	Material	10	مادة فال هازاك الستار الأسود نادرةللغاية. يُحصل عليه غالبًا كمكافأة.قوي، يُستخدم في صناعة العتاد.
1375	غشاء نسّاج الموت	Material	10	مادة فال هازاك الستار الأسود نادرةللغاية. يُحصل عليه بجمع عناصر إسقاطنادرة. تمنح خصائص عنصر التنين.
1376	مدراس فال هازاك	Material	10	مادة فال هازاك الستار الأسودنادرة للغاية. يُحصل عليه بتقطيعذيله المفصول. يُستخدم في صناعة العتاد.
1377	ناب اختراق الظلال	Material	10	مادة فال هازاك الستار الأسود نادرةللغاية. يُحصل عليه بكسر رأسه.يُستخدم في أسلحة كثيرة.
1378	مخلب فال هازاك صلب	Material	10	مادة فال هازاك الستار الأسود نادرةللغاية. يُحصل عليه بكسر الأرجلالأمامية. يُستخدم في أسلحة كثيرة.
1379	جناح فال هازاك حاد	Material	10	مادة فال هازاك الستار الأسودنادرة للغاية. يُحصل عليه بكسرجذعه. يُستخدم في صناعة العتاد.
1380	جلد ناميال الرقيق	Material	10	من مواد ناميال النادرة جدًا.يمكن الحصول عليه في الأغلب بالتقطيع.يُستخدم بصورة واسعة في أغراض متعددة.
1381	Unavailable	Item	3	Unavailable
1382	جناح ناميال الحاد	Material	10	من مواد ناميال النادرة جدًا.يمكن الحصول عليه بكسر جناحيه.مرن، ويُستخدم في صناعة العتاد.
1383	سوالف ناميال	Material	10	من مواد ناميال النادرة جدًا.يمكن الحصول عليها بكسر رأسه.تمنح خصائص عنصر الرعد.
1384	سوط ناميال	Material	10	من مواد ناميال النادرة جدًا.يمكن الحصول عليه بتقطيع ذيله المفصول.صلب، ويُستخدم في صناعة العتاد.
1385	مخلب ناميال الصلب	Material	10	من مواد ناميال النادرة جدًا.يمكن الحصول عليه بكسر ساقيه الأماميتين.حاد، ويُستخدم في أسلحة متعددة.
1386	Unavailable	Item	3	Unavailable
1387	شظية صافيجيفا	Material	10	من مواد صافيجيفا النادرة جدًا.يمكن الحصول عليها بالتقطيع غالبًا.يؤدي نضوجها إلى ظهور الأنماط.
1388	غلاف صافيجيفا	Material	10	من مواد صافيجيفا النادرة جدًا.يمكن الحصول عليه كمكافأة غالبًا.أدى نضوجه إلى ظهور طبقات معقدة.
1389	حراشف تنين نابضة	Material	10	من مواد صافيجيفا النادرة جدًا. تسببالوقت الأبدي بجانب قوتها الكامنةفي تسرب ضوء هائل منها.
1390	سوط صافيجيفا	Material	10	من مواد صافيجيفا النادرة جدًا. يتمالحصول عليه بتقطيع ذيله المفصول. يقالإن التلويح مرة واحدة به تحدث أعاصير.
1391	قرن صافيجيفا الصلب	Material	10	من مواد صافيجيفا النادرة جدًا.يمكن الحصول عليه بكسر قرنيه.أدى النمو الزائد إلى التفاف القرون.
1392	مخلب صافيجيفا الصلب	Material	10	من مواد صافيجيفا النادرة جدًا. يمكنالحصول عليه بكسر ساقيه. عند لمسهميمكن الشعور بتدفق الأرض بالأسفل.
1393	جناح صافيجيفا حاد	Material	10	من مواد صافيجيفا النادرة جدًا.يمكن الحصول عليه بكسر جناحيه.استشعار قوة الإمبراطور الغاشمة.
1394	بلورة زيونيوم	Material	11	من مواد صافيجيفا النادرة جدًا.تكمن طاقة الإمبراطور السليلالكبيرة في الجوهر.
1395	قشرة شارا إشفالدا ملساء	Material	10	من مواد شارا إشفالدا النادرة جدًا.يُحصل عليه غالبًا بالتقطيع.ويُستخدم بصورة واسعة في أغراض متعددة.
1396	لوح شارا إشفالدا صخري	Material	10	من مواد شارا إشفالدا النادرة جدًا.يُحصل عليه غالبًا كمكافأة.صلب ويُستخدم في صناعة العتاد.
1397	Unavailable	Item	3	Unavailable
1398	لوح شارا إشفالدا أملس	Material	10	من مواد شارا إشفالدا النادرة جدًا.يُحصل عليه بكسر الرأس.يُستخدم في أسلحة متعددة.
1399	حجر بيتال شارا إشفالدا	Material	10	من مواد شارا إشفالدا النادرة جدًا.يُحصل عليها بجمع عناصر إسقاط نادرة.تُستخدم في صناعة العتاد.
1400	مخلب شارا إشفالدا أملس	Material	10	من مواد شارا إشفالدا النادرة جدًا.يُحصل عليها بكسر جناحيه.تُستخدم في أسلحة متعددة.
1401	جوهرة شارا إشفالدا	Material	11	من مواد شارا إشفالدا النادرة جدًا.تُستخدم لصناعة أسلحة قويةبما يكفي للسيطرة على العالم.
1402	طيلسان ألاتريون	Material	10	من مواد ألاتريون النادرة جدًا.يمكن الحصول عليه في الأغلب كمكافأة.يحصل حاملها على حب السماوات.
1403	عباءة ألاتريون	Material	10	من مواد ألاتريون النادرة جدًا.يمكن الحصول عليها في الأغلب بالتقطيع.يُقال إنها تحتوي على كافة العناصر.
1404	مخلب ألاتريون للانتزاع	Material	10	من مواد ألاتريون النادرة جدًا.تبث حقًدايجعل المرء لا يفكر سوى في الشرور.
1405	جناح ألاتريون مخيف	Material	10	من مواد ألاتريون النادرة جدًا.يُشاع أنها قادرة على اختراقالمكان والزمان والعالم.
1406	ذيل ألاتريون مخيف	Material	10	من مواد ألاتريون النادرة جدًا.يمكن الحصول عليه بتقطيع ذيله المفصول.أهذا حلم أم علم؟
1407	قرن الهيمنة	Material	10	من مواد ألاتريون النادرة جدًا.هذه القرون ذات الشكل المعقدتعود لأفضل فصيلة معروفة قط.
1408	حجر زفير تنيني لازوردي	Material	11	من مواد ألاتريون النادرة جدًا.الحصول على هذه القطعة النادرةنذير على نهاية العالم.
1409	حجر عتيق	Material	8	حلية تخفي قوة عتيقة في داخلها.<STYL MOJI_YELLOW_DEFAULT>(عنصر قيّم)</STYL>
1410	حجر مُقطّع	Material	9	حلية تخفي قوة ضخمة في داخلها.<STYL MOJI_YELLOW_DEFAULT>(عنصر قيّم)</STYL>
1411	حجر مختوم	Material	10	حلية تخفي قوة هائلة في داخلها.<STYL MOJI_YELLOW_DEFAULT>(عنصر قيّم)</STYL>
1412	قشرة متحللة	Account Item	3	قشرة تنين مزقهاالزمن. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1413	قشرة مضيئة	Account Item	3	قشرة تنين تشع بريقًا رغمتعرضها للتجوية على مدار السنين.<STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1414	كنز التنين القديم	Account Item	8	أحجار تم ادخارها من قِبل التنانينالمعمِّرة. كلما أصبحت أقدم، توهجتأكثر. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1415	صدفة سمراء لا تتحطم	Material	10	مادة براكيديوس الحانق نادرة جدًا.المادة الأكثر ثباتًا، قادرة علىتحمل أي انفجار.
1416	Unavailable	Item	3	Unavailable
1417	شظية ؟؟؟	Material	10	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخلها.
1418	لوح ؟؟؟ صخري	Material	10	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخله.
1419	غلاف ؟؟؟	Material	10	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخله.
1420	صخرة ؟؟؟	Material	10	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخلها.
1421	مخلب ؟؟؟ الصلب	Material	10	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخله.
1422	جوهرة ؟؟؟ كبيرة	Material	11	جزء من وحش مجهول.يكمن شعور بقوة هائلة في داخلها.
1423	قشرة كولف تاروث الذهبية+	Material	10	مادة نادرة جدًا لكولف تاروث.تُكتسب غالبًا كمكافأة. سقط الكثيرأثناء محاولة الحصول على إحداها.
1424	صدفة كولف تاروث الذهبية+	Material	10	مادة نادرة جدًا لكولف تاروث.تُكتسب غالبًا كمكافأة. قيمتهامقترنة ببريقها الذهبي المذهل.
1425	سبيكة كولف تاروث الذهبية+	Material	10	مادة نادرة جدًا لكولف تاروث. تُكتسبمن الأغراض النادرة. تبعث ضوءًاغريبًا نحو من ينظر إليها.
1426	قرن حلزوني ذهبي لكولف تاروث+	Material	10	مادة نادرة جدًا لكولف تاروث.يُكتسب بتحطيم رأسها.يتألق رغم العمر والوزن.
1427	صدفة ذيل كولف تاروث الذهبية+	Material	10	مادة نادرة جدًا لكولف تاروث.تُكتسب بتحطيم ذيلها.لها وميض الذهب اللامع.
1428	حجر زفير تنيني ذهبي	Material	11	مادة كولف تاروث نادرة جدًا.جوهرة يشاع أنها تجعلالعالم ذهبًا فور الحصول عليها.
1429	Unavailable	Item	3	Unavailable
1430	Unavailable	Item	3	Unavailable
1431	بصمة بشري تنين سماوي	Material	8	تذكرة ببصمة يد، استخدمها أوائلالبشر التنانين. يمكن استبدالهابمواد نادرة جدًا في بوتقة الدمج.
1432	ختم الغازي	Material	8	جائزة يحصل عليها فقط من نجحوافي تجاوز اختبارات لا حصر لها. تُثبتبسالة حاملها بما لا يدع مجالًا للشك.
1433	تذكرة لجنة البحث+	Material	10	تذكرة يصدرها القائد لمن كانواعونًا كبيرًا للجنة البحث.أظهرها للحداد!
1434	عملة بنبارو	Material	8	عملة تُمنح لمن تفوقوا على بنباروفي حلبة رتبة المتميز.
1435	عملة باولومو	Material	8	عملة تُمنح لمن تفوقوا على باولوموفي حلبة رتبة المتميز.
1436	عملة نارغاكوغا	Material	8	عملة تُمنح لمن تفوقوا على نارغاكوغافي حلبة رتبة المتميز.
1437	عملة غلافنيوس	Material	8	عملة تُمنح لمن تفوقوا على غلافنيوسفي حلبة رتبة المتميز.
1438	عملة أودوغارون	Material	8	عملة تُمنح لمن تفوقوا على أودوغارونفي حلبة رتبة المتميز.
1439	عملة زينغر	Material	8	عملة تُمنح لمن تفوقوا على زينغرفي حلبة رتبة المتميز.
1440	عملة الحزام الأسود	Material	8	عملة سوداء ذات بريق عميقتُمنح لمن يُكمل مهام الحلبةذات رتبة المتميز.
1441	عملة ملك الأبطال	Material	9	عملة ذهبية لامعة تُمنح لمن يُكملمهام الحلبة الصعبة ذات رتبةالمتميز.
1442	عملات تغريكس	Material	10	عملة تُمنح لمن تفوقوا على تغريكسفي حلبة رتبة المتميز.
1443	قشرة عملاقة	Material	8	يتم الحصول عليها باستخدام عباءةقاطع الطريق. حجمها يثير إعجابالجامعين. <STYL MOJI_YELLOW_DEFAULT>(عنصر للمبادلة)</STYL>
1444	قشرة مهيبة	Material	9	يتم الحصول عليها باستخدام عباءةقاطع الطريق. تُعجب الجامعين.<STYL MOJI_YELLOW_DEFAULT>(عنصر للمبادلة)</STYL>
1445	تذكرة بوابوا	Material	8	دليل الصداقة مع اللينيان في نطاقالصقيع. تُعرض على ورشة الحدادةلرؤية ما سيحدث!
1446	قبعيّة صغيرة	Account Item	1	خضار من نطاق الصقيع.مصدر ثمين من مغذيات الكائنات البريةالقطبية. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1447	قبعيّة فاخرة	Account Item	2	خضار نادر من نطاق الصقيع.يحتوي على مغذيات كافية لتدفئةالجسد بأكمله. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1448	قبعيّة الألفية	Account Item	3	خضار نادر من نطاق الصقيع.أزهر بأعجوبة بعد قرون من الانتظارالطويل. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1449	زهرة ثلجية	Account Item	1	زهرة من نطاق الصقيع.بتلاتها شفافة كالثلج. <STYL MOJI_YELLOW_DEFAULT>(عنصرحساب)</STYL>
1450	زهرة ثلجية تحت ضوء القمر	Account Item	2	زهرة نادرة من نطاق الصقيع.تتلألأ في الحقول الثلجية تحت ضوءالقمر. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1451	زهرة ثلجية أعلى الجليد	Account Item	3	زهرة نادرة من نطاق الصقيع.يُقال إنها تُزهر بعد أعتى العواصفالثلجية. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1452	بياض الثلج	Account Item	3	خضار نادر من نطاق الصقيع.حمى الجليد الأبيض النقي هذا البرعم. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1453	البتلة الكريستالية	Account Item	3	زهرة نادرة من نطاق الصقيع.يضاهي جمالها أي جوهرة، وسريعة الزوالكرقاقة الثلج. <STYL MOJI_YELLOW_DEFAULT>(عنصر حساب)</STYL>
1454	غبار حياة إز	Item	1	ينشر سحابة حولك تقوم باستعادةكمية كبيرة من الصحة.<STYL MOJI_YELLOW_DEFAULT>(عنصر إمدادات)</STYL>
1455	مكّاك ينبوع اللؤلؤ	Account Item	2	فصيلة من القردة أصلها من نطاقالصقيع. تُرصد غالبًا وهي تحاول الدفءبالاستمتاع في الينابيع الساخنة.
1456	مكّاك الينبوع الذهبي	Account Item	3	نوعية من مكّاك ينبوع اللؤلؤ، نادرًاما يُرصد في النطاق. سبب لونه يُدرسحاليًا.
1457	Unavailable	Account Item	3	Unavailable
1458	قريدس تاجيّ	Account Item	2	حشرة ضيائية عُثر عليها في الكهوفالمُظلمة. تتغذى على الطحالب والكائناتالأولية التي تعيش في الجليد.
1459	البزّاقة القمرية	Account Item	2	يُعثر عليها تتجول في الكهوف فيالنهار وتخرج هذه الفصيلة بحثًا عنالطعام ليلًا وهذا يفسر اسمها.
1460	البطريق المنفوش	Account Item	2	تعيش هذه الطيور في أسراب كبيرة؛لتحمي نفسها من المفترسين. سُميتبسبب ريشها الشتوي المنفوش للغاية.
1461	غيكو ذو رأس مدبب	Account Item	3	تأكل هذه السحالي الحشرات التي تتجمععلى أشجار الفاكهة. عليك اتباع الطريقالذي تشير إليه رؤوسهم المثلثة!
1462	المغنية الزرقاء	Account Item	3	ألحان هذا الطائر الجميلة فاتنة، ولكنهافي الواقع عبارة عن نداء للتزواج لذكورالفصيلة!
1463	سمكة سيد بحار ذات نتوء	Account Item	3	تقبع هذه الأسماك في الأعماقإلا عندما تخرج لتأكل ليلًا.تضيء زعانفها لتستدرج الحشرات.
1464	سمكة باريكساس الزجاجية	Account Item	2	سمكة شفافة أصلها من النطاق.يُقال إن جسد السمكة الشفاف هو تمويهطبيعي.
1465	قراص قمر الشتاء	Account Item	3	لم يُرصد إلا عدد قليل من هذه الفصيلةوفقط في الليالي التي تظهر فيها أعدادكبيرة من البزّاقة القمرية.
1466	مولي	Account Item	3	تبدو هذه الكائنات بطيئة وبليدة.ولكن مهاراتها في الحفر لا تضاهى.
1467	مولي طحلبية	Account Item	3	جزء من فصيلة مولي مغطى بالنباتاتالخضراء ويعتقد أنه قريب لطحلب الماء.
1468	مولي صخرية	Account Item	3	فصيلة مولي تحميها خوذة صلبة.وهي الأسرع في الحفر في فصيلتها.
1469	مولي ناعمة	Account Item	3	تتميز فصيلة مولي هذه عن نظيراتهابغطاء ناعم ومخالب مستديرة على كفهاالأمامي.
1470	مولي شوكية	Account Item	3	تأقلمت أعينها على الحياة وسطمناطق الفضلات. مخالبها هي الأكثرحدة بين نوعها.
1471	مولي خشنة	Account Item	3	تتميز بفرائها ذي اللون الأحمر المشتعلومخالبها صلبة أكثر من المعتاد بالنسبةلمولي، ويمكنها تقطيع الغرانيت.
1472	مولي متجمدة	Account Item	3	يندمج فراؤها الحريري الأبيض مع الثلج.عند إضافة طبقتها الدهنية الدافئةإليها، ستكون بمثابة أفضل صديق للعناق!
1473	سمكة باريكساس زجاجية ضخمة	Account Item	3	سمكة باريكساس زجاجية ذاتحجم غير عادي. جسدها الشفافيجعل تمييز حجمها الضخم صعبًا.
1474	Unavailable	Item	3	Unavailable
1475	Unavailable	Item	3	Unavailable
1476	Unavailable	Item	3	Unavailable
1477	Unavailable	Item	3	Unavailable
1478	شظية دراغونفين	Material	3	تحتوي مخلفات الفحم المميز على طاقةالأرض داخلها. حتى هذه البقايا تعدوقودًا جيدًا.
1479	فحم دارغونفين	Material	4	فحم مميز يحتوي على طاقة الأرض داخله.يُستخدم كوقود في مقر اللجنة الجديد.
1480	كتلة فحم دراغونفين	Material	5	فحم مميز يحتوي على طاقة الأرض داخله.يمكن لكمية بهذا الحجم تغذية المقر لأيام.
1481	سِتار قماشي (صغير)	Room Decoration	3	سِتار قماشي عالي الذوق.
1482	سِتار من الفراء (صغير)	Room Decoration	3	سِتار من الفراء مع لمسة وحشية.
1483	سِتار أنيق (صغير)	Room Decoration	3	سِتار دقيق مرفوع.
1484	سِتار لطيف (صغير)	Room Decoration	3	سِتار بسيط وجميل.
1485	سِتار قماشي (كبير)	Room Decoration	3	سِتار قماشي عالي الذوق.
1486	سِتار من الفراء (كبير)	Room Decoration	3	سِتار من الفراء مع لمسة وحشية.
1487	سِتار أنيق (كبير)	Room Decoration	3	سِتار دقيق مرفوع.
1488	سِتار لطيف (كبير)	Room Decoration	3	سِتار بسيط وجميل.
1489	أريكة مألوفة	Room Decoration	3	أريكة على الطراز الكلاسيكي.
1490	Unavailable	Item	3	Unavailable
1491	أريكة فاخرة	Room Decoration	3	أريكة جلدية راقية نابضة بالحياة.
1492	أريكة أنيقة	Room Decoration	3	أريكة جميلة لطيفة الملمس.
1493	أريكة لطيفة	Room Decoration	3	أريكة لطيفة منفوشة.
1494	فراش ريفي	Room Decoration	3	فراش ريفي متين.
1495	فراش مألوف	Room Decoration	3	فراشك المتوسط المعتاد.
1496	فراش فاخر	Room Decoration	3	قمة النوم المرفّه.
1497	فراش لطيف	Room Decoration	3	فراش لطيف ومريح.
1498	منضدة مألوفة	Room Decoration	3	منضدة تقليدية جدًا.
1499	منضدة فاخرة	Room Decoration	3	منضدة مصنوعة بدقة. ثقيلة نسبيًا.
1500	منضدة أنيقة	Room Decoration	3	منضدة ذات تصميم راقٍ.
1501	طاولة لطيفة	Room Decoration	3	منضدة ذات تصميم مُحبب.
1502	كراسي ريفية	Room Decoration	3	كراسي بدائية، قوية.
1503	كراسي مألوفة	Room Decoration	3	الكراسي المعتادة. لا مفاجآت.
1504	كراسي فاخرة	Room Decoration	3	كراسي عتيقة باهظة الثمن.
1505	كراسي أنيقة	Room Decoration	3	كراسي ذات تصميم أفضل مما يبدو.
1506	كرسي لطيف	Room Decoration	3	كراسي ذات لمسة ساحرة.
1507	مهرجان أكلة اللحوم	Room Decoration	3	الوجبة الممتازة لتحقيق المكاسب.
1508	صحن الاحتفال	Room Decoration	3	وجبة تُقدم عند التصرّف بجموح.
1509	غداء استوائي	Room Decoration	3	يمكنك تذوق الرمال عمليًا.
1510	يخنة مفتخرة	Room Decoration	3	الطعام المثالي لليوم البارد.
1511	وجبة الصيّاد الخفيفة	Room Decoration	3	وجبة يُستمتع بها بعد الاستيقاظمتأخرًا.
1512	صندوق مألوف	Room Decoration	3	صندوق عملي دون رتوش.
1513	صندوق فاخر	Room Decoration	3	صندوق عالي الجودة قوي الاحتمال.
1514	صندوق لطيف	Room Decoration	3	صندوق أدراج رائع.
1515	نبتة نطاق الصقيع 1	Room Decoration	3	نبتة أصلها نطاق الصقيع.
